suite,adapter,start_index,limit,tasks,rows,path
semantic_schema_iclr2027,data2mcp_dataframe_caution,35,5,5,10,toxictool_bench/results/20260720-141456_data2mcp_dataframe_caution_gpt-5.4-mini_both_start35_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_caution,40,5,5,10,toxictool_bench/results/20260720-153909_data2mcp_dataframe_caution_gpt-5.4-mini_both_start40_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_caution,45,5,5,10,toxictool_bench/results/20260720-224532_data2mcp_dataframe_caution_gpt-5.4-mini_both_start45_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_caution,50,5,5,10,toxictool_bench/results/20260721-000653_data2mcp_dataframe_caution_gpt-5.4-mini_both_start50_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,0,5,5,10,toxictool_bench/results/20260719-193148_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,5,5,5,10,toxictool_bench/results/20260719-211203_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start5_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,10,5,5,10,toxictool_bench/results/20260719-222739_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start10_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,15,5,5,10,toxictool_bench/results/20260719-232907_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start15_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,20,5,5,10,toxictool_bench/results/20260720-004225_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start20_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,25,5,5,10,toxictool_bench/results/20260720-015539_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start25_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,30,5,5,10,toxictool_bench/results/20260720-031303_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start30_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,35,5,5,10,toxictool_bench/results/20260720-141949_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start35_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,40,5,5,10,toxictool_bench/results/20260720-154910_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start40_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,45,5,5,10,toxictool_bench/results/20260720-225107_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start45_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_expectation_only,50,5,5,10,toxictool_bench/results/20260721-001311_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start50_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,0,5,5,10,toxictool_bench/results/20260719-195500_data2mcp_dataframe_verification_only_gpt-5.4-mini_both.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,5,5,5,10,toxictool_bench/results/20260719-211512_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start5_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,10,5,5,10,toxictool_bench/results/20260719-223021_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start10_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,15,5,5,10,toxictool_bench/results/20260719-233229_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start15_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,20,5,5,10,toxictool_bench/results/20260720-004549_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start20_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,25,5,5,10,toxictool_bench/results/20260720-015838_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start25_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,30,5,5,10,toxictool_bench/results/20260720-031603_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start30_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,35,5,5,10,toxictool_bench/results/20260720-142414_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start35_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,40,5,5,10,toxictool_bench/results/20260720-155544_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start40_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,45,5,5,10,toxictool_bench/results/20260720-225440_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start45_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_verification_only,50,5,5,10,toxictool_bench/results/20260721-001804_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start50_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,0,5,5,10,toxictool_bench/results/20260719-200052_data2mcp_dataframe_guarded_gpt-5.4-mini_both.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,5,5,5,10,toxictool_bench/results/20260719-212052_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start5_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,10,5,5,10,toxictool_bench/results/20260719-223601_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start10_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,15,5,5,10,toxictool_bench/results/20260719-234042_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start15_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,20,5,5,10,toxictool_bench/results/20260720-005421_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start20_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,25,5,5,10,toxictool_bench/results/20260720-020412_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start25_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,30,5,5,10,toxictool_bench/results/20260720-114734_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start30_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,35,5,5,10,toxictool_bench/results/20260720-143349_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start35_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,40,5,5,10,toxictool_bench/results/20260720-160900_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start40_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,45,5,5,10,toxictool_bench/results/20260720-230456_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start45_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded,50,5,5,10,toxictool_bench/results/20260721-002637_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start50_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,0,5,5,10,toxictool_bench/results/20260719-200651_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,5,5,5,10,toxictool_bench/results/20260719-212836_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start5_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,10,5,5,10,toxictool_bench/results/20260719-224215_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start10_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,15,5,5,10,toxictool_bench/results/20260719-234759_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start15_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,20,5,5,10,toxictool_bench/results/20260720-010329_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start20_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,25,5,5,10,toxictool_bench/results/20260720-021301_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start25_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,30,5,5,10,toxictool_bench/results/20260720-115727_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start30_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,35,5,5,10,toxictool_bench/results/20260720-144521_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start35_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,40,5,5,10,toxictool_bench/results/20260720-163711_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start40_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,45,5,5,10,toxictool_bench/results/20260720-231540_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start45_limit5.jsonl
semantic_schema_iclr2027,data2mcp_dataframe_guarded_light,50,5,5,10,toxictool_bench/results/20260721-003633_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,0,5,5,10,toxictool_bench/results/20260719-202940_data2mcp_dataframe_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,5,5,5,10,toxictool_bench/results/20260719-213617_data2mcp_dataframe_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,10,5,5,10,toxictool_bench/results/20260719-224813_data2mcp_dataframe_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,15,5,5,10,toxictool_bench/results/20260719-235550_data2mcp_dataframe_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,20,5,5,10,toxictool_bench/results/20260720-011223_data2mcp_dataframe_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,25,5,5,10,toxictool_bench/results/20260720-022020_data2mcp_dataframe_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,30,5,5,10,toxictool_bench/results/20260720-124834_data2mcp_dataframe_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,35,5,5,10,toxictool_bench/results/20260720-145313_data2mcp_dataframe_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,40,5,5,10,toxictool_bench/results/20260720-164855_data2mcp_dataframe_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,45,5,5,10,toxictool_bench/results/20260720-232633_data2mcp_dataframe_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe,50,5,5,10,toxictool_bench/results/20260721-004619_data2mcp_dataframe_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,0,5,5,10,toxictool_bench/results/20260719-203256_data2mcp_dataframe_caution_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,5,5,5,10,toxictool_bench/results/20260719-213917_data2mcp_dataframe_caution_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,10,5,5,10,toxictool_bench/results/20260719-225114_data2mcp_dataframe_caution_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,15,5,5,10,toxictool_bench/results/20260719-235856_data2mcp_dataframe_caution_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,20,5,5,10,toxictool_bench/results/20260720-011525_data2mcp_dataframe_caution_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,25,5,5,10,toxictool_bench/results/20260720-022329_data2mcp_dataframe_caution_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,30,5,5,10,toxictool_bench/results/20260720-125146_data2mcp_dataframe_caution_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,35,5,5,10,toxictool_bench/results/20260720-145648_data2mcp_dataframe_caution_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,40,5,5,10,toxictool_bench/results/20260720-165253_data2mcp_dataframe_caution_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,45,5,5,10,toxictool_bench/results/20260720-233020_data2mcp_dataframe_caution_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_caution,50,5,5,10,toxictool_bench/results/20260721-005002_data2mcp_dataframe_caution_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,0,5,5,10,toxictool_bench/results/20260719-203631_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,5,5,5,10,toxictool_bench/results/20260719-214257_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,10,5,5,10,toxictool_bench/results/20260719-225451_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,15,5,5,10,toxictool_bench/results/20260720-000307_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,20,5,5,10,toxictool_bench/results/20260720-011943_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,25,5,5,10,toxictool_bench/results/20260720-022802_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,30,5,5,10,toxictool_bench/results/20260720-125537_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,35,5,5,10,toxictool_bench/results/20260720-150254_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,40,5,5,10,toxictool_bench/results/20260720-165845_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,45,5,5,10,toxictool_bench/results/20260720-233508_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_expectation_only,50,5,5,10,toxictool_bench/results/20260721-005611_data2mcp_dataframe_expectation_only_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,0,5,5,10,toxictool_bench/results/20260719-203954_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,5,5,5,10,toxictool_bench/results/20260719-214605_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,10,5,5,10,toxictool_bench/results/20260719-225757_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,15,5,5,10,toxictool_bench/results/20260720-000605_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,20,5,5,10,toxictool_bench/results/20260720-012228_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,25,5,5,10,toxictool_bench/results/20260720-023054_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,30,5,5,10,toxictool_bench/results/20260720-125816_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,35,5,5,10,toxictool_bench/results/20260720-150630_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,40,5,5,10,toxictool_bench/results/20260720-170300_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,45,5,5,10,toxictool_bench/results/20260720-233823_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_verification_only,50,5,5,10,toxictool_bench/results/20260721-005922_data2mcp_dataframe_verification_only_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,0,5,5,10,toxictool_bench/results/20260719-204618_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,5,5,5,10,toxictool_bench/results/20260719-215159_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,10,5,5,10,toxictool_bench/results/20260719-230403_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,15,5,5,10,toxictool_bench/results/20260720-001229_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,20,5,5,10,toxictool_bench/results/20260720-013242_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,25,5,5,10,toxictool_bench/results/20260720-023640_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,30,5,5,10,toxictool_bench/results/20260720-130357_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,35,5,5,10,toxictool_bench/results/20260720-151323_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,40,5,5,10,toxictool_bench/results/20260720-171846_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,45,5,5,10,toxictool_bench/results/20260720-234504_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded,50,5,5,10,toxictool_bench/results/20260721-010810_data2mcp_dataframe_guarded_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,0,5,5,10,toxictool_bench/results/20260719-205310_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,5,5,5,10,toxictool_bench/results/20260719-220705_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,10,5,5,10,toxictool_bench/results/20260719-231109_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,15,5,5,10,toxictool_bench/results/20260720-002235_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,20,5,5,10,toxictool_bench/results/20260720-013948_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,25,5,5,10,toxictool_bench/results/20260720-024902_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,30,5,5,10,toxictool_bench/results/20260720-131107_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,35,5,5,10,toxictool_bench/results/20260720-152234_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,40,5,5,10,toxictool_bench/results/20260720-173404_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,45,5,5,10,toxictool_bench/results/20260720-235339_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,data2mcp_dataframe_guarded_light,50,5,5,10,toxictool_bench/results/20260721-011715_data2mcp_dataframe_guarded_light_gpt-5.4-mini_both_start50_limit5.jsonl
