suite,adapter,start_index,limit,tasks,rows,path
numerical_iclr2027,smolagents_toolcalling,55,5,5,10,toxictool_bench/results/20260722-003614_smolagents_toolcalling_claude-sonnet-4-6_both_start55_limit5.jsonl
numerical_iclr2027,dataframe_router,0,5,5,10,toxictool_bench/results/20260722-003843_dataframe_router_claude-sonnet-4-6_both_start0_limit5.jsonl
numerical_iclr2027,dataframe_router,5,5,5,10,toxictool_bench/results/20260722-004429_dataframe_router_claude-sonnet-4-6_both_start5_limit5.jsonl
numerical_iclr2027,dataframe_router,10,5,5,10,toxictool_bench/results/20260722-004828_dataframe_router_claude-sonnet-4-6_both_start10_limit5.jsonl
numerical_iclr2027,dataframe_router,15,5,5,10,toxictool_bench/results/20260722-005216_dataframe_router_claude-sonnet-4-6_both_start15_limit5.jsonl
numerical_iclr2027,dataframe_router,20,5,5,10,toxictool_bench/results/20260722-005647_dataframe_router_claude-sonnet-4-6_both_start20_limit5.jsonl
numerical_iclr2027,dataframe_router,25,5,5,10,toxictool_bench/results/20260722-010128_dataframe_router_claude-sonnet-4-6_both_start25_limit5.jsonl
numerical_iclr2027,dataframe_router,30,5,5,10,toxictool_bench/results/20260722-010700_dataframe_router_claude-sonnet-4-6_both_start30_limit5.jsonl
numerical_iclr2027,dataframe_router,35,5,5,10,toxictool_bench/results/20260722-011053_dataframe_router_claude-sonnet-4-6_both_start35_limit5.jsonl
numerical_iclr2027,dataframe_router,40,5,5,10,toxictool_bench/results/20260722-011618_dataframe_router_claude-sonnet-4-6_both_start40_limit5.jsonl
numerical_iclr2027,dataframe_router,45,5,5,10,toxictool_bench/results/20260722-012151_dataframe_router_claude-sonnet-4-6_both_start45_limit5.jsonl
numerical_iclr2027,dataframe_router,50,5,5,10,toxictool_bench/results/20260722-012636_dataframe_router_claude-sonnet-4-6_both_start50_limit5.jsonl
numerical_iclr2027,dataframe_router,55,5,5,10,toxictool_bench/results/20260722-013624_dataframe_router_claude-sonnet-4-6_both_start55_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,0,5,5,10,toxictool_bench/results/20260722-014622_pandasai_dataframe_claude-sonnet-4-6_both_start0_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,5,5,5,10,toxictool_bench/results/20260722-014725_pandasai_dataframe_claude-sonnet-4-6_both_start5_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,10,5,5,10,toxictool_bench/results/20260722-014814_pandasai_dataframe_claude-sonnet-4-6_both_start10_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,15,5,5,10,toxictool_bench/results/20260722-014905_pandasai_dataframe_claude-sonnet-4-6_both_start15_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,20,5,5,10,toxictool_bench/results/20260722-015029_pandasai_dataframe_claude-sonnet-4-6_both_start20_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,25,5,5,10,toxictool_bench/results/20260722-015140_pandasai_dataframe_claude-sonnet-4-6_both_start25_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,30,5,5,10,toxictool_bench/results/20260722-015234_pandasai_dataframe_claude-sonnet-4-6_both_start30_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,35,5,5,10,toxictool_bench/results/20260722-015329_pandasai_dataframe_claude-sonnet-4-6_both_start35_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,40,5,5,10,toxictool_bench/results/20260722-015429_pandasai_dataframe_claude-sonnet-4-6_both_start40_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,45,5,5,10,toxictool_bench/results/20260722-015531_pandasai_dataframe_claude-sonnet-4-6_both_start45_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,50,5,5,10,toxictool_bench/results/20260722-015630_pandasai_dataframe_claude-sonnet-4-6_both_start50_limit5.jsonl
numerical_iclr2027,pandasai_dataframe,55,5,5,10,toxictool_bench/results/20260722-015817_pandasai_dataframe_claude-sonnet-4-6_both_start55_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,0,5,5,10,toxictool_bench/results/20260722-020015_autogen_tool_agent_claude-sonnet-4-6_both_start0_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,5,5,5,10,toxictool_bench/results/20260722-020236_autogen_tool_agent_claude-sonnet-4-6_both_start5_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,10,5,5,10,toxictool_bench/results/20260722-020454_autogen_tool_agent_claude-sonnet-4-6_both_start10_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,15,5,5,10,toxictool_bench/results/20260722-020716_autogen_tool_agent_claude-sonnet-4-6_both_start15_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,20,5,5,10,toxictool_bench/results/20260722-020933_autogen_tool_agent_claude-sonnet-4-6_both_start20_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,25,5,5,10,toxictool_bench/results/20260722-021152_autogen_tool_agent_claude-sonnet-4-6_both_start25_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,30,5,5,10,toxictool_bench/results/20260722-021412_autogen_tool_agent_claude-sonnet-4-6_both_start30_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,35,5,5,10,toxictool_bench/results/20260722-021637_autogen_tool_agent_claude-sonnet-4-6_both_start35_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,40,5,5,10,toxictool_bench/results/20260722-021910_autogen_tool_agent_claude-sonnet-4-6_both_start40_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,45,5,5,10,toxictool_bench/results/20260722-022129_autogen_tool_agent_claude-sonnet-4-6_both_start45_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,50,5,5,10,toxictool_bench/results/20260722-022355_autogen_tool_agent_claude-sonnet-4-6_both_start50_limit5.jsonl
numerical_iclr2027,autogen_tool_agent,55,5,5,10,toxictool_bench/results/20260722-022646_autogen_tool_agent_claude-sonnet-4-6_both_start55_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,0,5,5,10,toxictool_bench/results/20260722-022946_langgraph_react_full_claude-sonnet-4-6_both_start0_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,5,5,5,10,toxictool_bench/results/20260722-023128_langgraph_react_full_claude-sonnet-4-6_both_start5_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,10,5,5,10,toxictool_bench/results/20260722-023313_langgraph_react_full_claude-sonnet-4-6_both_start10_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,15,5,5,10,toxictool_bench/results/20260722-023446_langgraph_react_full_claude-sonnet-4-6_both_start15_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,20,5,5,10,toxictool_bench/results/20260722-023643_langgraph_react_full_claude-sonnet-4-6_both_start20_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,25,5,5,10,toxictool_bench/results/20260722-023835_langgraph_react_full_claude-sonnet-4-6_both_start25_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,30,5,5,10,toxictool_bench/results/20260722-024044_langgraph_react_full_claude-sonnet-4-6_both_start30_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,35,5,5,10,toxictool_bench/results/20260722-024259_langgraph_react_full_claude-sonnet-4-6_both_start35_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,40,5,5,10,toxictool_bench/results/20260722-024514_langgraph_react_full_claude-sonnet-4-6_both_start40_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,45,5,5,10,toxictool_bench/results/20260722-024756_langgraph_react_full_claude-sonnet-4-6_both_start45_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,50,5,5,10,toxictool_bench/results/20260722-025006_langgraph_react_full_claude-sonnet-4-6_both_start50_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_full,55,5,5,10,toxictool_bench/results/20260722-025248_langgraph_react_full_claude-sonnet-4-6_both_start55_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,0,5,5,10,toxictool_bench/results/20260722-025448_smolagents_toolcalling_claude-sonnet-4-6_both_start0_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,5,5,5,10,toxictool_bench/results/20260722-025628_smolagents_toolcalling_claude-sonnet-4-6_both_start5_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,10,5,5,10,toxictool_bench/results/20260722-025723_smolagents_toolcalling_claude-sonnet-4-6_both_start10_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,15,5,5,10,toxictool_bench/results/20260722-025832_smolagents_toolcalling_claude-sonnet-4-6_both_start15_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,20,5,5,10,toxictool_bench/results/20260722-025945_smolagents_toolcalling_claude-sonnet-4-6_both_start20_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,25,5,5,10,toxictool_bench/results/20260722-030110_smolagents_toolcalling_claude-sonnet-4-6_both_start25_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,30,5,5,10,toxictool_bench/results/20260722-030230_smolagents_toolcalling_claude-sonnet-4-6_both_start30_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,35,5,5,10,toxictool_bench/results/20260722-030348_smolagents_toolcalling_claude-sonnet-4-6_both_start35_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,40,5,5,10,toxictool_bench/results/20260722-030459_smolagents_toolcalling_claude-sonnet-4-6_both_start40_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,45,5,5,10,toxictool_bench/results/20260722-030651_smolagents_toolcalling_claude-sonnet-4-6_both_start45_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,50,5,5,10,toxictool_bench/results/20260722-030818_smolagents_toolcalling_claude-sonnet-4-6_both_start50_limit5.jsonl
semantic_schema_iclr2027,smolagents_toolcalling,55,5,5,10,toxictool_bench/results/20260722-030939_smolagents_toolcalling_claude-sonnet-4-6_both_start55_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,0,5,5,10,toxictool_bench/results/20260722-031123_dataframe_router_claude-sonnet-4-6_both_start0_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,5,5,5,10,toxictool_bench/results/20260722-031439_dataframe_router_claude-sonnet-4-6_both_start5_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,10,5,5,10,toxictool_bench/results/20260722-031802_dataframe_router_claude-sonnet-4-6_both_start10_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,15,5,5,10,toxictool_bench/results/20260722-032109_dataframe_router_claude-sonnet-4-6_both_start15_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,20,5,5,10,toxictool_bench/results/20260722-032555_dataframe_router_claude-sonnet-4-6_both_start20_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,25,5,5,10,toxictool_bench/results/20260722-033014_dataframe_router_claude-sonnet-4-6_both_start25_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,30,5,5,10,toxictool_bench/results/20260722-033552_dataframe_router_claude-sonnet-4-6_both_start30_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,35,5,5,10,toxictool_bench/results/20260722-034200_dataframe_router_claude-sonnet-4-6_both_start35_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,40,5,5,10,toxictool_bench/results/20260722-034645_dataframe_router_claude-sonnet-4-6_both_start40_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,45,5,5,10,toxictool_bench/results/20260722-035446_dataframe_router_claude-sonnet-4-6_both_start45_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,50,5,5,10,toxictool_bench/results/20260722-040026_dataframe_router_claude-sonnet-4-6_both_start50_limit5.jsonl
semantic_schema_iclr2027,dataframe_router,55,5,5,10,toxictool_bench/results/20260722-040724_dataframe_router_claude-sonnet-4-6_both_start55_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,0,5,5,10,toxictool_bench/results/20260722-041522_pandasai_dataframe_claude-sonnet-4-6_both_start0_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,5,5,5,10,toxictool_bench/results/20260722-041613_pandasai_dataframe_claude-sonnet-4-6_both_start5_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,10,5,5,10,toxictool_bench/results/20260722-041742_pandasai_dataframe_claude-sonnet-4-6_both_start10_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,15,5,5,10,toxictool_bench/results/20260722-041841_pandasai_dataframe_claude-sonnet-4-6_both_start15_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,20,5,5,10,toxictool_bench/results/20260722-042000_pandasai_dataframe_claude-sonnet-4-6_both_start20_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,25,5,5,10,toxictool_bench/results/20260722-042109_pandasai_dataframe_claude-sonnet-4-6_both_start25_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,30,5,5,10,toxictool_bench/results/20260722-042302_pandasai_dataframe_claude-sonnet-4-6_both_start30_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,35,5,5,10,toxictool_bench/results/20260722-042443_pandasai_dataframe_claude-sonnet-4-6_both_start35_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,40,5,5,10,toxictool_bench/results/20260722-042554_pandasai_dataframe_claude-sonnet-4-6_both_start40_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,45,5,5,10,toxictool_bench/results/20260722-042818_pandasai_dataframe_claude-sonnet-4-6_both_start45_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,50,5,5,10,toxictool_bench/results/20260722-042935_pandasai_dataframe_claude-sonnet-4-6_both_start50_limit5.jsonl
semantic_schema_iclr2027,pandasai_dataframe,55,5,5,10,toxictool_bench/results/20260722-043156_pandasai_dataframe_claude-sonnet-4-6_both_start55_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,0,5,5,10,toxictool_bench/results/20260722-043355_autogen_tool_agent_claude-sonnet-4-6_both_start0_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,5,5,5,10,toxictool_bench/results/20260722-043603_autogen_tool_agent_claude-sonnet-4-6_both_start5_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,10,5,5,10,toxictool_bench/results/20260722-043753_autogen_tool_agent_claude-sonnet-4-6_both_start10_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,15,5,5,10,toxictool_bench/results/20260722-043941_autogen_tool_agent_claude-sonnet-4-6_both_start15_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,20,5,5,10,toxictool_bench/results/20260722-044147_autogen_tool_agent_claude-sonnet-4-6_both_start20_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,25,5,5,10,toxictool_bench/results/20260722-044427_autogen_tool_agent_claude-sonnet-4-6_both_start25_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,30,5,5,10,toxictool_bench/results/20260722-044634_autogen_tool_agent_claude-sonnet-4-6_both_start30_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,35,5,5,10,toxictool_bench/results/20260722-044859_autogen_tool_agent_claude-sonnet-4-6_both_start35_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,40,5,5,10,toxictool_bench/results/20260722-045125_autogen_tool_agent_claude-sonnet-4-6_both_start40_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,45,5,5,10,toxictool_bench/results/20260722-045444_autogen_tool_agent_claude-sonnet-4-6_both_start45_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,50,5,5,10,toxictool_bench/results/20260722-045721_autogen_tool_agent_claude-sonnet-4-6_both_start50_limit5.jsonl
semantic_schema_iclr2027,autogen_tool_agent,55,5,5,10,toxictool_bench/results/20260722-050017_autogen_tool_agent_claude-sonnet-4-6_both_start55_limit5.jsonl
