suite,adapter,start_index,limit,tasks,rows,path
semantic_schema_iclr2027,dataframe_router_verification_only,10,5,5,10,toxictool_bench/results/20260719-223021_dataframe_router_verification_only_gpt-5.4-mini_both_start10_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,15,5,5,10,toxictool_bench/results/20260719-233229_dataframe_router_verification_only_gpt-5.4-mini_both_start15_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,20,5,5,10,toxictool_bench/results/20260720-004549_dataframe_router_verification_only_gpt-5.4-mini_both_start20_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,25,5,5,10,toxictool_bench/results/20260720-015838_dataframe_router_verification_only_gpt-5.4-mini_both_start25_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,30,5,5,10,toxictool_bench/results/20260720-031603_dataframe_router_verification_only_gpt-5.4-mini_both_start30_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,35,5,5,10,toxictool_bench/results/20260720-142414_dataframe_router_verification_only_gpt-5.4-mini_both_start35_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,40,5,5,10,toxictool_bench/results/20260720-155544_dataframe_router_verification_only_gpt-5.4-mini_both_start40_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,45,5,5,10,toxictool_bench/results/20260720-225440_dataframe_router_verification_only_gpt-5.4-mini_both_start45_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,50,5,5,10,toxictool_bench/results/20260721-001804_dataframe_router_verification_only_gpt-5.4-mini_both_start50_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_verification_only,55,5,5,10,toxictool_bench/results/20260721-014415_dataframe_router_verification_only_gpt-5.4-mini_both_start55_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,0,5,5,10,toxictool_bench/results/20260719-200052_dataframe_router_guarded_gpt-5.4-mini_both.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,5,5,5,10,toxictool_bench/results/20260719-212052_dataframe_router_guarded_gpt-5.4-mini_both_start5_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,10,5,5,10,toxictool_bench/results/20260719-223601_dataframe_router_guarded_gpt-5.4-mini_both_start10_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,15,5,5,10,toxictool_bench/results/20260719-234042_dataframe_router_guarded_gpt-5.4-mini_both_start15_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,20,5,5,10,toxictool_bench/results/20260720-005421_dataframe_router_guarded_gpt-5.4-mini_both_start20_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,25,5,5,10,toxictool_bench/results/20260720-020412_dataframe_router_guarded_gpt-5.4-mini_both_start25_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,30,5,5,10,toxictool_bench/results/20260720-114734_dataframe_router_guarded_gpt-5.4-mini_both_start30_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,35,5,5,10,toxictool_bench/results/20260720-143349_dataframe_router_guarded_gpt-5.4-mini_both_start35_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,40,5,5,10,toxictool_bench/results/20260720-160900_dataframe_router_guarded_gpt-5.4-mini_both_start40_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,45,5,5,10,toxictool_bench/results/20260720-230456_dataframe_router_guarded_gpt-5.4-mini_both_start45_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,50,5,5,10,toxictool_bench/results/20260721-002637_dataframe_router_guarded_gpt-5.4-mini_both_start50_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded,55,5,5,10,toxictool_bench/results/20260721-015227_dataframe_router_guarded_gpt-5.4-mini_both_start55_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,0,5,5,10,toxictool_bench/results/20260719-200651_dataframe_router_guarded_light_gpt-5.4-mini_both.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,5,5,5,10,toxictool_bench/results/20260719-212836_dataframe_router_guarded_light_gpt-5.4-mini_both_start5_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,10,5,5,10,toxictool_bench/results/20260719-224215_dataframe_router_guarded_light_gpt-5.4-mini_both_start10_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,15,5,5,10,toxictool_bench/results/20260719-234759_dataframe_router_guarded_light_gpt-5.4-mini_both_start15_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,20,5,5,10,toxictool_bench/results/20260720-010329_dataframe_router_guarded_light_gpt-5.4-mini_both_start20_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,25,5,5,10,toxictool_bench/results/20260720-021301_dataframe_router_guarded_light_gpt-5.4-mini_both_start25_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,30,5,5,10,toxictool_bench/results/20260720-115727_dataframe_router_guarded_light_gpt-5.4-mini_both_start30_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,35,5,5,10,toxictool_bench/results/20260720-144521_dataframe_router_guarded_light_gpt-5.4-mini_both_start35_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,40,5,5,10,toxictool_bench/results/20260720-163711_dataframe_router_guarded_light_gpt-5.4-mini_both_start40_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,45,5,5,10,toxictool_bench/results/20260720-231540_dataframe_router_guarded_light_gpt-5.4-mini_both_start45_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,50,5,5,10,toxictool_bench/results/20260721-003633_dataframe_router_guarded_light_gpt-5.4-mini_both_start50_limit5.jsonl
semantic_schema_iclr2027,dataframe_router_guarded_light,55,5,5,10,toxictool_bench/results/20260721-020504_dataframe_router_guarded_light_gpt-5.4-mini_both_start55_limit5.jsonl
numerical_iclr2027,dataframe_router,0,5,5,10,toxictool_bench/results/20260719-202940_dataframe_router_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,dataframe_router,5,5,5,10,toxictool_bench/results/20260719-213617_dataframe_router_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,dataframe_router,10,5,5,10,toxictool_bench/results/20260719-224813_dataframe_router_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,dataframe_router,15,5,5,10,toxictool_bench/results/20260719-235550_dataframe_router_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,dataframe_router,20,5,5,10,toxictool_bench/results/20260720-011223_dataframe_router_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,dataframe_router,25,5,5,10,toxictool_bench/results/20260720-022020_dataframe_router_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,dataframe_router,30,5,5,10,toxictool_bench/results/20260720-124834_dataframe_router_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,dataframe_router,35,5,5,10,toxictool_bench/results/20260720-145313_dataframe_router_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,dataframe_router,40,5,5,10,toxictool_bench/results/20260720-164855_dataframe_router_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,dataframe_router,45,5,5,10,toxictool_bench/results/20260720-232633_dataframe_router_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,dataframe_router,50,5,5,10,toxictool_bench/results/20260721-004619_dataframe_router_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,dataframe_router,55,5,5,10,toxictool_bench/results/20260721-021638_dataframe_router_gpt-5.4-mini_both_start55_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,0,5,5,10,toxictool_bench/results/20260719-203256_dataframe_router_caution_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,5,5,5,10,toxictool_bench/results/20260719-213917_dataframe_router_caution_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,10,5,5,10,toxictool_bench/results/20260719-225114_dataframe_router_caution_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,15,5,5,10,toxictool_bench/results/20260719-235856_dataframe_router_caution_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,20,5,5,10,toxictool_bench/results/20260720-011525_dataframe_router_caution_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,25,5,5,10,toxictool_bench/results/20260720-022329_dataframe_router_caution_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,30,5,5,10,toxictool_bench/results/20260720-125146_dataframe_router_caution_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,35,5,5,10,toxictool_bench/results/20260720-145648_dataframe_router_caution_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,40,5,5,10,toxictool_bench/results/20260720-165253_dataframe_router_caution_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,45,5,5,10,toxictool_bench/results/20260720-233020_dataframe_router_caution_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,50,5,5,10,toxictool_bench/results/20260721-005002_dataframe_router_caution_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,dataframe_router_caution,55,5,5,10,toxictool_bench/results/20260721-022248_dataframe_router_caution_gpt-5.4-mini_both_start55_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,0,5,5,10,toxictool_bench/results/20260719-203631_dataframe_router_expectation_only_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,5,5,5,10,toxictool_bench/results/20260719-214257_dataframe_router_expectation_only_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,10,5,5,10,toxictool_bench/results/20260719-225451_dataframe_router_expectation_only_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,15,5,5,10,toxictool_bench/results/20260720-000307_dataframe_router_expectation_only_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,20,5,5,10,toxictool_bench/results/20260720-011943_dataframe_router_expectation_only_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,25,5,5,10,toxictool_bench/results/20260720-022802_dataframe_router_expectation_only_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,30,5,5,10,toxictool_bench/results/20260720-125537_dataframe_router_expectation_only_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,35,5,5,10,toxictool_bench/results/20260720-150254_dataframe_router_expectation_only_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,40,5,5,10,toxictool_bench/results/20260720-165845_dataframe_router_expectation_only_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,45,5,5,10,toxictool_bench/results/20260720-233508_dataframe_router_expectation_only_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,50,5,5,10,toxictool_bench/results/20260721-005611_dataframe_router_expectation_only_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,dataframe_router_expectation_only,55,5,5,10,toxictool_bench/results/20260721-023041_dataframe_router_expectation_only_gpt-5.4-mini_both_start55_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,0,5,5,10,toxictool_bench/results/20260719-203954_dataframe_router_verification_only_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,5,5,5,10,toxictool_bench/results/20260719-214605_dataframe_router_verification_only_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,10,5,5,10,toxictool_bench/results/20260719-225757_dataframe_router_verification_only_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,15,5,5,10,toxictool_bench/results/20260720-000605_dataframe_router_verification_only_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,20,5,5,10,toxictool_bench/results/20260720-012228_dataframe_router_verification_only_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,25,5,5,10,toxictool_bench/results/20260720-023054_dataframe_router_verification_only_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,30,5,5,10,toxictool_bench/results/20260720-125816_dataframe_router_verification_only_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,35,5,5,10,toxictool_bench/results/20260720-150630_dataframe_router_verification_only_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,40,5,5,10,toxictool_bench/results/20260720-170300_dataframe_router_verification_only_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,45,5,5,10,toxictool_bench/results/20260720-233823_dataframe_router_verification_only_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,50,5,5,10,toxictool_bench/results/20260721-005922_dataframe_router_verification_only_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,dataframe_router_verification_only,55,5,5,10,toxictool_bench/results/20260721-023509_dataframe_router_verification_only_gpt-5.4-mini_both_start55_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,0,5,5,10,toxictool_bench/results/20260719-204618_dataframe_router_guarded_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,5,5,5,10,toxictool_bench/results/20260719-215159_dataframe_router_guarded_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,10,5,5,10,toxictool_bench/results/20260719-230403_dataframe_router_guarded_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,15,5,5,10,toxictool_bench/results/20260720-001229_dataframe_router_guarded_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,20,5,5,10,toxictool_bench/results/20260720-013242_dataframe_router_guarded_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,25,5,5,10,toxictool_bench/results/20260720-023640_dataframe_router_guarded_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,30,5,5,10,toxictool_bench/results/20260720-130357_dataframe_router_guarded_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,35,5,5,10,toxictool_bench/results/20260720-151323_dataframe_router_guarded_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,40,5,5,10,toxictool_bench/results/20260720-171846_dataframe_router_guarded_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,45,5,5,10,toxictool_bench/results/20260720-234504_dataframe_router_guarded_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,50,5,5,10,toxictool_bench/results/20260721-010810_dataframe_router_guarded_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded,55,5,5,10,toxictool_bench/results/20260721-024556_dataframe_router_guarded_gpt-5.4-mini_both_start55_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,0,5,5,10,toxictool_bench/results/20260719-205310_dataframe_router_guarded_light_gpt-5.4-mini_both_start0_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,5,5,5,10,toxictool_bench/results/20260719-220705_dataframe_router_guarded_light_gpt-5.4-mini_both_start5_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,10,5,5,10,toxictool_bench/results/20260719-231109_dataframe_router_guarded_light_gpt-5.4-mini_both_start10_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,15,5,5,10,toxictool_bench/results/20260720-002235_dataframe_router_guarded_light_gpt-5.4-mini_both_start15_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,20,5,5,10,toxictool_bench/results/20260720-013948_dataframe_router_guarded_light_gpt-5.4-mini_both_start20_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,25,5,5,10,toxictool_bench/results/20260720-024902_dataframe_router_guarded_light_gpt-5.4-mini_both_start25_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,30,5,5,10,toxictool_bench/results/20260720-131107_dataframe_router_guarded_light_gpt-5.4-mini_both_start30_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,35,5,5,10,toxictool_bench/results/20260720-152234_dataframe_router_guarded_light_gpt-5.4-mini_both_start35_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,40,5,5,10,toxictool_bench/results/20260720-173404_dataframe_router_guarded_light_gpt-5.4-mini_both_start40_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,45,5,5,10,toxictool_bench/results/20260720-235339_dataframe_router_guarded_light_gpt-5.4-mini_both_start45_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,50,5,5,10,toxictool_bench/results/20260721-011715_dataframe_router_guarded_light_gpt-5.4-mini_both_start50_limit5.jsonl
numerical_iclr2027,dataframe_router_guarded_light,55,5,5,10,toxictool_bench/results/20260721-025652_dataframe_router_guarded_light_gpt-5.4-mini_both_start55_limit5.jsonl
