path,sha256,bytes
toxictool_bench/results/20260707-191533_autogen_tool_agent_Qwen3.6-35B-A3B-no-thinking_both.jsonl,d5651e13928176384816b9690eb5ea20eefd015e83d4704ff625a2d7a0ab7c57,327623
toxictool_bench/results/20260717-151320_langgraph_react_full_gpt-5.4-mini_both.jsonl,c1034a920e4ac2256633d92783819faad061b8840b53a4e785fe75ff20133f1d,145457
toxictool_bench/results/20260717-152215_smolagents_toolcalling_gpt-5.4-mini_both.jsonl,25bdf90b15531b8c01d78723e7edc7f951d5764c605b9fcbc951e76c98f4b687,85579
toxictool_bench/results/20260717-154035_pandasai_dataframe_gpt-5.4-mini_both.jsonl,11a68c2dfc37b5a935446b4f07372c7197c48a72bf9bd79433820b180deba23c,49768
toxictool_bench/results/20260717-154417_autogen_tool_agent_gpt-5.4-mini_both.jsonl,3ce3039e987906184a9ec26a9a9eab13861c28e8e86d30bd5378a0614506b4b3,179337
toxictool_bench/results/20260717-174634_langgraph_react_full_claude-sonnet-4-6_both.jsonl,d2f3d99d81e9d70a7e6840084a8fb4547fd8e339ac2b5c0c798b31956c8c2393,132446
toxictool_bench/results/20260717-175313_smolagents_toolcalling_claude-sonnet-4-6_both.jsonl,3791e6f16cd6060d2d8dd06bb24dee17d97dded7238451431c327117455e5ed6,98349
toxictool_bench/results/20260717-181538_pandasai_dataframe_claude-sonnet-4-6_both.jsonl,90831ee6b9a5083291c25c88acb1c7a5a59cffc2b97e1ab575e64bf21966a45d,54169
toxictool_bench/results/20260717-181929_autogen_tool_agent_claude-sonnet-4-6_both.jsonl,29cfd805d7e07bf3413ab16506caddf3762536c2132e32ccb8128a589ddb6d1e,182775
toxictool_bench/results/20260717-183020_langgraph_react_full_Qwen3.6-35B-A3B-no-thinking_both.jsonl,78c04deba1b4f9ad8a6cbbc9ea0d64a3d0fa11d63961807e0da176cea8930bd4,116026
toxictool_bench/results/20260717-183447_smolagents_toolcalling_Qwen3.6-35B-A3B-no-thinking_both.jsonl,78295a75e6728aeb8c3908fe4669b4b2a74d57eadc952e6fc5b4496361a1c2ec,123168
toxictool_bench/results/20260717-193637_pandasai_dataframe_Qwen3.6-35B-A3B-no-thinking_both.jsonl,f5687fdeb4654a20525195085596f524836c2858a1019c88da1e55d8f452ce26,52835
toxictool_bench/results/20260717-193925_autogen_tool_agent_Qwen3.6-35B-A3B-no-thinking_both.jsonl,0556ee7bc30eca738eec172722b458133c303c8c2226ab84eb05c64a615c54b1,181694
toxictool_bench/results/20260721-145704_langgraph_react_full_gpt-5.4-mini_both.jsonl,51d16163219b3b1c203116f2612299e277d3765bab4d799d849c71a51fed68dd,326979
toxictool_bench/results/20260721-152956_smolagents_toolcalling_gpt-5.4-mini_both.jsonl,4a5c2b2d738ad1a544b2dfbc0b3ad2ef857bd325350c9c85460a44b011284cf3,290842
toxictool_bench/results/20260721-172417_autogen_tool_agent_gpt-5.4-mini_both.jsonl,d61f538285a279459db19747e2c9e814100f9848acb3282a65b2528e9e46e36c,479545
toxictool_bench/results/20260721-182010_langgraph_react_full_gpt-5.4-mini_both.jsonl,a37037e1ca3ccee5adcc26b5db9e3a8dd8e7c2b40acc74a57df74ac28b713655,373183
toxictool_bench/results/20260721-184737_smolagents_toolcalling_gpt-5.4-mini_both.jsonl,2e2e9f54d811908388b6df98c679bfb4cb8e3d7653e7215aae300089c01af824,276725
toxictool_bench/results/20260721-203945_autogen_tool_agent_gpt-5.4-mini_both.jsonl,5a7ebb149f0e7e66f0e048c6d9155240107ee4c485c9784bc7f9d86a6333a787,539850
toxictool_bench/results/20260727-181936_langgraph_react_full_gpt-5.4-mini_both.jsonl,560f8e42f43fcf4dafe5bbda32284f6706a54572bd42821264edf3ed750faac1,392072
toxictool_bench/results/20260727-183533_langgraph_react_caution_gpt-5.4-mini_both.jsonl,88e41c44d503bb27781aa4bf8bc2ddd1df2935605f75036cd3571f94fcc04479,415708
toxictool_bench/results/20260727-185413_langgraph_react_expectation_only_gpt-5.4-mini_both.jsonl,79fd051d571e3ab9cdc5335bf1cad453f00dff882762abafe00eeeff1287df45,419128
toxictool_bench/results/20260727-191339_langgraph_react_verification_only_gpt-5.4-mini_both.jsonl,dcf865ebabd092bdac48f419aefeb80d4941e256fd96bf8ac2890c458cedb3e7,840930
toxictool_bench/results/20260727-195623_langgraph_react_guarded_gpt-5.4-mini_both.jsonl,413530279b89202eda64c594d7e7dfba3ba579e877b45ad7b2b8381797e2d930,902936
toxictool_bench/results/20260727-204150_langgraph_react_guarded_light_gpt-5.4-mini_both.jsonl,5bb619604440a99d2ecd446753d1db180776ba7da2d58c7c2d29f0ae27386829,876024
toxictool_bench/results/20260727-212412_langgraph_react_full_gpt-5.4-mini_both.jsonl,236cd145974cc59a0e598a1c1559f40712e8285601122e63fc421c75d38470fe,324812
toxictool_bench/results/20260727-214226_langgraph_react_caution_gpt-5.4-mini_both.jsonl,0822eb97a4b3af6aa754021bc0d4940de1ca854bad95c7e237d2793a2a81d732,356201
toxictool_bench/results/20260727-220136_langgraph_react_expectation_only_gpt-5.4-mini_both.jsonl,e9035aada485090ada68d136f6348af36db024d4acc46b474261d37d411984f7,342776
toxictool_bench/results/20260727-222017_langgraph_react_verification_only_gpt-5.4-mini_both.jsonl,d26a08d13f4aa5e5d2211edbde4ebc7468401af0c1cf9f6ce18a06a484eb1827,712071
toxictool_bench/results/20260727-230614_langgraph_react_guarded_gpt-5.4-mini_both.jsonl,128b1b91d78641586d344349b2b402a0d40d1724a7f0f4fc1b76bf2aec1c23f0,691327
toxictool_bench/results/20260727-234618_langgraph_react_guarded_light_gpt-5.4-mini_both.jsonl,13201de8128db338cedd7e24dfe6e312c8a7fd3f3be6fff7e67b8e7943e5e2ad,688369
toxictool_bench/results/20260728-002920_langgraph_react_full_gpt-5.4-mini_both.jsonl,b8ba64700fd6d133c801b963fcf77c1abad846f3f84b4c8ff8ccae79bfadcc7f,100374
toxictool_bench/results/20260728-003314_langgraph_react_guarded_gpt-5.4-mini_both.jsonl,820bf21de28535901befba8a562b1ef18f3a2d5f022e6a63636d36fed330cd0c,235994
toxictool_bench/results/20260728-004224_langgraph_react_guarded_light_gpt-5.4-mini_both.jsonl,1a36271f0ca09b7d916413ae5d4b9e5c370ef20466e5d9f6f8811314ea2512a1,222402
toxictool_bench/results/20260819-200022_langgraph_react_guarded_gpt-5.4-mini_toxic.jsonl,19018fb74d524afacc52e815bc0f4946bfa08f09da1956f9d2fc61eb27c0ef6b,54010
toxictool_bench/results/20260819-200256_langgraph_react_guarded_gpt-5.4-mini_toxic.jsonl,45bfcedac2b851d6e8b2060f04f2a30a6f2a44cff236d3a18d50ccbcf30e0a5d,60168
toxictool_bench/results/20260819-200600_langgraph_react_guarded_gpt-5.4-mini_toxic.jsonl,3d8b8d526ef0d1481ef577f29604ac70dfb9e38f380549014dbf86d1f7475ea0,54268
toxictool_bench/results/20260819-200918_langgraph_react_guarded_gpt-5.4-mini_toxic.jsonl,027b838828019491b8912d8ccf380a16e1b1af61a2d01d39ee47a73b921beafb,56977
toxictool_bench/results/20260819-201605_langgraph_react_abstain_gpt-5.4-mini_both.jsonl,38db78ee717645d5b4926e03e4a459881f16b99e26350320ef7e900330941050,220716
toxictool_bench/results/20260819-202654_langgraph_react_randomized_gpt-5.4-mini_both.jsonl,62f5e6a29ea29c1e16c2c06e7d4bfc1f27e81e298c64e18c082383257963b1a8,180444
toxictool_bench/results/20260819-203525_langgraph_react_selective_gpt-5.4-mini_both.jsonl,5f114f53b841fcf05b5cd01f80d79201f9a48fb85c6b55462ed5c607ea426df9,181845
toxictool_bench/results/20260819-204338_langgraph_react_abstain_gpt-5.4-mini_both.jsonl,941431fcac7ae694596bf6ef67d79c42c4782ee8066667ca6ef314eea98f4c10,106812
toxictool_bench/results/20260819-204923_langgraph_react_randomized_gpt-5.4-mini_both.jsonl,3d5b20c51bbad3034c81e8b604d7a77ee94af84bb343a5e23ea950d54c7d5500,87796
toxictool_bench/results/20260819-205356_langgraph_react_selective_gpt-5.4-mini_both.jsonl,2eb16e4726def3718cf4d564fe411e51e6c52cc041061df4617a328085268c5a,111289
toxictool_bench/results/autogen_guarded_gpt-5.4-mini_expanded120_combined.jsonl,094d694662c954745d30db865988f44cd4b1b3c1c21be4d0ef431c4d5b27232b,2322322
toxictool_bench/results/autogen_guarded_replication_bootstrap_ci.csv,e8e46c468a3b8ef2abd0055782f47b122d09cb470710e4fd4092cd7bea5253c4,1048
toxictool_bench/results/autogen_guarded_replication_suite_summary.csv,10cb0dfaf95cef313069d685e7f2ceca038f1c5fd338f6dfa2979117e3b5062c,841
toxictool_bench/results/autogen_guarded_replication_summary.csv,e0de07d30b4610e0f8c5f168bbcbaa7bdfa91a341495c5c6755f7833a7b02d77,336
toxictool_bench/results/autogen_verification_only_gpt-5.4-mini_expanded120_combined.jsonl,9212e952fabd06eccf15cd819864d38585246a9654759cf40e606208833739ee,2034938
toxictool_bench/results/cross_model_severity_summary.csv,d97edec3bf7fa35cac57ede30b3ec601a9ea3762b6de112f8bc54fce5ce6e358,3927
toxictool_bench/results/cross_model_summary.csv,0ca4d5101b996f6103f83a292ccff202d38624504b383bb9df5f035e02f07bdc,1391
toxictool_bench/results/dataframe_router_guarded_bootstrap_ci.csv,2a39ca2a82da6b5eeb846fb290cc796dda1818040ec699a1023de88bc0d1a99a,2777
toxictool_bench/results/dataframe_router_guarded_numerical_ablation_poison_summary.csv,96ca123746ce77efc998d9f9474e24005ad216343a489604cc28f9abdfeda1cb,745
toxictool_bench/results/dataframe_router_guarded_numerical_ablation_summary.csv,b901beb572ad7e7faf270ef5515b0575ae1f55f90ac61ba5f92eda16ec363f8e,313
toxictool_bench/results/dataframe_router_guarded_overhead_summary.csv,4698abeb2521af9558ea813651267a0234c25de57027d0a951908fafe5e38282,1516
toxictool_bench/results/dataframe_router_guarded_semantic_ablation_poison_summary.csv,a2d63d7c1e6ee5818a348af29ba2b206a7c033a66116da9ec097154e72b889b5,1278
toxictool_bench/results/dataframe_router_guarded_semantic_ablation_summary.csv,d56bcd5446364b68f86d98af58ccac7b415a0375f08b187aabfc7db5760c656e,313
toxictool_bench/results/guard_cost_latency_distribution.csv,e261d28c908cab91c93d275b014c4a2040402778be125f9964e2e75171c936a3,369
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_combined_poison_summary.csv,4e9852fb61a5687808c20078374a13a87c22939d60891e541b30627bab212cfb,4961
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_combined_severity_summary.csv,e12f68632f20f7714a6dc0de1e4197fb56285b8ea58944b0ddc3b6f58d03f4d6,12190
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_combined_summary.csv,83183eb8451dee8729181489cc9ac01aa93d65e5715214411a0497d46c30a22a,569
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_manifest.csv,6118f1c54f7da6df40d0f2624ae8abfaa0a9f638abbc58d8c59a523c4004bce2,18801
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_numerical_iclr2027_poison_summary.csv,c74154df09aac032d84f47ecece5a414ce3860bc91ae7f3dbfaa774ff1cb393b,2866
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_numerical_iclr2027_severity_summary.csv,93b61abf236427bd816f4486aea5fd7a07fa9d18d6e0bf59e39b10af374a346d,6692
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_numerical_iclr2027_summary.csv,1fa21775971c62469aa79f97dbea60e9cfc7f036d37332c6cb42d6a03cfd293a,564
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_semantic_schema_iclr2027_poison_summary.csv,c72e0f830a84ed98115a7f99e3c00b1b4ba9b1803ae2c01a9b888a798ec6b2da,2148
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_semantic_schema_iclr2027_severity_summary.csv,6e8cb895c55d5f28b40c0da1d237b1e1d2b0689bf76700cc16cf8e5236a6da28,5560
toxictool_bench/results/iclr2027_claude-sonnet-4-6_expanded_cross_agent_semantic_schema_iclr2027_summary.csv,861dc621e015c46ed3d746bf67eea55625fa6239d61f51b594a47ec08252a39e,565
toxictool_bench/results/iclr2027_dataframe_router_ablation_5task_poison_summary.csv,4ee03a748c9476f47bb0b76ddc255b7aa90b2ec4190431addeed32200e43c973,1603
toxictool_bench/results/iclr2027_dataframe_router_ablation_5task_severity_summary.csv,c2fc372a6c07d8d09a3464fcbafb6ebeecc012b384321b47a60966b4f094a022,1792
toxictool_bench/results/iclr2027_dataframe_router_ablation_5task_summary.csv,eca7d4abdc6971625f711880ecc035452e8114f4b9928e2f20b7f4796b3aa18c,556
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_combined_poison_summary.csv,e644f7f937499caf2ab70df87a7d903e0c07a2fa0f447a124faab3299d5707aa,6088
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_combined_severity_summary.csv,da42dc4dfb4af2f3cbf6e4f778d6815ddc1b85b6eb7c85070d0fbab6f496b85a,14944
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_combined_summary.csv,7083146340f87b5e379ba7bb2ae72d41d0c3670c4a704e49712e544f41645181,566
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_manifest.csv,b1103ce48556ee349829454e816f444dc754eae7ba4ca0289407756c2cf6c602,23916
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_numerical_iclr2027_poison_summary.csv,c10513f5928abfd51cd7fd363ab5c6f005957c53635a9b7b5345a5bf9fdca1fe,3513
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_numerical_iclr2027_severity_summary.csv,598ae32f41d094a1a453703bd01a16050948957f006f7343b9bf5164bcdb3138,8200
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_numerical_iclr2027_summary.csv,c3d60f86972d5b5bd7eddf633e1eea743bc0fc03b6e1632cb59cb2f2c79303b0,560
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_semantic_schema_iclr2027_poison_summary.csv,4649a770deeebf596d2b5b42702400ba7009213060636c571aa95ceb0a14d71a,2627
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_semantic_schema_iclr2027_severity_summary.csv,a51148e9327a37e3f2a64e61fdb1fa6ebc28644629aa2dc98bb139e7483b97c4,6805
toxictool_bench/results/iclr2027_dataframe_router_ablation_auto_semantic_schema_iclr2027_summary.csv,2733d95f216277e616c6c28b2ebff542b693f8d751ee5369598318dd31244722,561
toxictool_bench/results/iclr2027_dataframe_router_ablation_combined_20task_poison_summary.csv,205adfddd8a47f50bd53899748f44cc4a82092716f8e7aadf5ef72892bf738ec,3537
toxictool_bench/results/iclr2027_dataframe_router_ablation_combined_20task_severity_summary.csv,a858ea3c2fb670710299f477f645320083242a7a1bff60ee2579923e679769f2,4505
toxictool_bench/results/iclr2027_dataframe_router_ablation_combined_20task_summary.csv,de24b925c415a3e7c98a2a738766e86801cb111e13e05e81a33d3e9171f32eb4,561
toxictool_bench/results/iclr2027_dataframe_router_ablation_numerical_10task_poison_summary.csv,32cf9e3cffa492e66f272e21858ed14671be2747bbe7cbf5dedcc5e7f33fd122,1489
toxictool_bench/results/iclr2027_dataframe_router_ablation_numerical_10task_severity_summary.csv,621779db647ce9945e72f04f1c5c882a271cb0d946aaff71ade8b8fa3e6f7b08,2217
toxictool_bench/results/iclr2027_dataframe_router_ablation_numerical_10task_summary.csv,6555918df10dce73b74e2ca81f15f548eb2608b658a63b5f1dfb83b363c48289,561
toxictool_bench/results/iclr2027_dataframe_router_ablation_numerical_5task_poison_summary.csv,f26fcffa295eceef24770302d68eb7c177a89a6b7e37a879718e62ff74e91093,1489
toxictool_bench/results/iclr2027_dataframe_router_ablation_numerical_5task_severity_summary.csv,afd9a9650cc2048f58d6f491432d1a8da24f6134cc5e9bdf6d29e0dcca0d581f,1654
toxictool_bench/results/iclr2027_dataframe_router_ablation_numerical_5task_summary.csv,69bd4ff59a09cb44a78ab77cff6f1514d5a3b11ba230e1587ecf029fe80d9f06,554
toxictool_bench/results/iclr2027_dataframe_router_ablation_semantic_10task_poison_summary.csv,39df63f869258c72054eec90524ea92159a2b319abb88d3702912d7fac5b41ba,2100
toxictool_bench/results/iclr2027_dataframe_router_ablation_semantic_10task_severity_summary.csv,d046195bc159c3795fc1a4d3e1b4d3e18879f368a9fa02d9c6d7555cecf81e3f,2349
toxictool_bench/results/iclr2027_dataframe_router_ablation_semantic_10task_summary.csv,1162cad061683c5273092f3904cf4ca021d7ef02a8a2991a49d7d51c49b948c6,562
toxictool_bench/results/iclr2027_dataframe_router_ablation_smoke_poison_summary.csv,79103e8266f87ae340208909aa0303f6e10bf22e23a69b28822d4af51d31b3d3,503
toxictool_bench/results/iclr2027_dataframe_router_ablation_smoke_severity_summary.csv,1abb66ed9a22bd6636d12763ba96c7ad4c27b4880bbfec88beca52f079d634df,562
toxictool_bench/results/iclr2027_dataframe_router_ablation_smoke_summary.csv,af3e7872266f053381428dfecb4e4696a7b59bf17ee8c582e16ae574c6ee20ac,473
toxictool_bench/results/iclr2027_dataframe_router_guarded_bootstrap_ci.csv,d6346e06ca4d77df5b01207f875498cd00996875663d8c0f69b1d620bece63d6,2564
toxictool_bench/results/iclr2027_dataframe_router_guarded_overhead_summary.csv,6a5d3556352247e299bdcd5bdbf2357b6d4e9c9644473d470197c5e6c9d90643,1400
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_combined_poison_summary.csv,147f7c243387edd4ae11f6e8d2ddba6c62da1d0e1a31d59a3331f2a9623be51c,3122
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_combined_severity_summary.csv,5e2d83cf7a8c65768fd85cfa498cc96cbfad30e902870b2bf91de6daadcd79af,7558
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_combined_summary.csv,69c5380fce0e2bc671bfeb009db0b9fde2f5e84471d8a132bea3549834d78b7c,429
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_numerical_poison_summary.csv,7189129854776fccd4636380b028513cfcbb1fdd6ab20cf7f167b4e949c740f9,1823
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_numerical_severity_summary.csv,f8cc892995403e6b122fcd53418067d87930061b4a8d22f412e09c9862ca1f98,4172
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_numerical_summary.csv,9d88ee6adf8ab2a61cc1015b1a0cdb0af5efb105394f93f96675da81ecbda711,424
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_semantic_schema_poison_summary.csv,044ac4fda117bba88966b8cb80056a08d0fb235a03247fd77b25671128142e57,1382
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_semantic_schema_severity_summary.csv,348e3386138d9219268ff2e88b8d6d419eb1f1081c56890c5891ad79a33be914,3478
toxictool_bench/results/iclr2027_gpt_expanded_cross_agent_semantic_schema_summary.csv,845520608fc627df681dc60240d6e1332d8157f5b7546c473bde87af87f8c61b,424
toxictool_bench/results/iclr2027_guard_cost_robustness_tradeoff.csv,4f86529ca2c3f5accc4e7f5735f99ef6c8ce4c681aaac1c20647829c567edafd,925
toxictool_bench/results/iclr2027_langgraph_verification_replication_semantic_strat10_summary.csv,096bbc98518e48c1b2a0dc62d82a5cc57e9833b33333fec2fd3955711e714b77,315
toxictool_bench/results/iclr2027_langgraph_verification_replication_smoke_summary.csv,5f74ff94f1340a0fb9e6af65c6708d11949f3d669d8ba52d6e88e63464169ada,325
toxictool_bench/results/iclr2027_local_smoke_poison_summary.csv,ed1227a5fc8bb80a011deb793ba77a101a408d417ae802ec30540218232d6b27,1013
toxictool_bench/results/iclr2027_local_smoke_severity_summary.csv,038a9b067530b5167393da885bbe039be97c8bebf6f9972ad4f180e3055ec177,2439
toxictool_bench/results/iclr2027_local_smoke_summary.csv,5b7d37bb7f479622c80b97ba310033799bd4556035f8878cb5fa4abfc72f2a79,164
toxictool_bench/results/iclr2027_manual_audit_completed_stratified80.csv,59927344056c97810061314c0baf4e5f6854cd0009741914b44cbdd486876dd6,44830
toxictool_bench/results/iclr2027_manual_audit_sheet_stratified80.csv,9237701af67ccc74cacf24ecda9d82b295b45c536d9718d533c7027d953af172,27725
toxictool_bench/results/iclr2027_manual_audit_two_annotator_template_stratified80.csv,42753aea5fc83e7e50033a7aedab4941b42a66984f22d0c6f1ea6b1a24a12705,28669
toxictool_bench/results/iclr2027_overhead_latency_audit.csv,5b31601669008e77c9d01b28643dc33c9a215bf92c12f26af63ea51577cf4c7e,3076
toxictool_bench/results/iclr2027_realistic_extension_guard_summary.csv,b926d821b7fa0475f1f739de7c549ab13e458b290716cd7eabf297c8da0b7031,444
toxictool_bench/results/iclr2027_realistic_extension_poison_summary.csv,ab551f52c2bec728ee24c73d163b11ffa3bed989035fe4b29aa6bc0b898980a1,575
toxictool_bench/results/iclr2027_realistic_extension_severity_summary.csv,0f3022dbe8f9c4ebfa3d8c2be7d7e3a582736081a480384ca41d5a1c048cf66a,736
toxictool_bench/results/iclr2027_realistic_extension_summary.csv,7ec1f0a9c2eb7667cbae861042c176360df7302e86c841f999517ba2b77244e5,474
toxictool_bench/results/iclr2027_semantic_guard_multiroute_stress_strat10_summary.csv,b365c8c9469347fbb1ad6c5daa044eeb8b5b039150ec564c4b3fbb095e3daed9,373
toxictool_bench/results/iclr2027_semantic_guard_multiroute_stress_strict_summary.csv,762458248929c42293f7ee5cbad7f26f9acc13ba0762ea57046e45c55a1e4602,708
toxictool_bench/results/iclr2027_smoke_poison_summary.csv,2646ad1ea45fca34e0965617ddfc091aafcf1d3a529850406699448b29aab277,480
toxictool_bench/results/iclr2027_smoke_severity_summary.csv,33502f567a97385921b6fb7a0fe2f40f8fb25972652b933d3b49c2faa2f3f7b4,561
toxictool_bench/results/iclr2027_smoke_summary.csv,1b7f375fe7217618d6ed1612081333b016ad5c3cb0d8dcc2185928be01843ec4,155
toxictool_bench/results/iclr2027_stronger_baseline_numerical_strat20_summary.csv,8fd12468178876f02ee6a8e01891f57c7b33cf4d4a4d2623d4024f2786040d63,574
toxictool_bench/results/iclr2027_stronger_baseline_semantic_strat10_summary.csv,96cbaf57da064ab82879d5d756344c1b79fa22f6419bc6d55cb273a3f37e40e3,556
toxictool_bench/results/iclr2027_stronger_baselines_strict_summary.csv,4528b254d30d6fb45fda3a494c2abe5bebdcb3620bf19e8c501077495f48e106,1132
toxictool_bench/results/langgraph_guard_clean_transition_summary.csv,76ba491c82a7978bae5f8b9dd8e8d58fcfafc88349e81a58e49e8eeed7b5ea5c,375
toxictool_bench/results/langgraph_guarded_ablation_suite_summary.csv,eae99c695c1f3df4b7b245895e72c65c8a5a8f948cf3f6355246302a27a29c64,2757
toxictool_bench/results/langgraph_guarded_ablation_summary.csv,a10332b0ba18c367ae32ed81c36b9ecf754ff0fd05d7a846f7fb9517832f9f28,935
toxictool_bench/results/langgraph_guarded_bootstrap_ci.csv,dde85b52ae5293a516d450f8c94272c372ae1cc91d634f5d1e8f7be8dd3aa723,4489
toxictool_bench/results/langgraph_guarded_overhead_summary.csv,29ebb86451156deab7a207598f09e0dc9313c9a0671721870355dbe1c7e5b9c6,1679
toxictool_bench/results/langgraph_multitable_extension_summary.csv,b3692ac7b1a379368a9d2c66523c6e3f1e38caa7889df7f4eb13e27f9a82c37e,648
toxictool_bench/results/leakage_free_defense_combined_bootstrap_ci.csv,c3e9562a48047bfac298fd8cef8819dcaea0fc45e881be9b5a21326d4e167e74,1267
toxictool_bench/results/leakage_free_defense_combined_poison_summary.csv,a7ca146dbce84e968fc9315a5a0f937eddc0a607d25a4bbc41ac8856254608e5,5035
toxictool_bench/results/leakage_free_defense_combined_severity_summary.csv,c7e9b1c67d88018fe4f37b4a851ceca1d4167fa9244edf3605c1b39e762add2d,12073
toxictool_bench/results/leakage_free_defense_combined_summary.csv,eab85b8473f2005e9f4a0ef4f6c270ca02db13478db4cb3a2210c44ccc557e1b,607
toxictool_bench/results/leakage_free_defense_manifest.csv,562cbc4217ae8802021b4ceb1d8c08ef11861e8247fe13745db8555135a900bc,8664
toxictool_bench/results/leakage_free_defense_numerical_iclr2027_bootstrap_ci.csv,4e31bf57132af6605f56bf6cd4be42be9bfb7e0b1df8c121541819757148819f,1259
toxictool_bench/results/leakage_free_defense_numerical_iclr2027_poison_summary.csv,053077f96a7c89dc01b1a1e6f61efb3c2c583c941dd79b4782e921159a610e7f,2928
toxictool_bench/results/leakage_free_defense_numerical_iclr2027_severity_summary.csv,9a9f8a354903591c49f4415cca9ef2a2d843020fd94ec24052c4b906c427f70c,6657
toxictool_bench/results/leakage_free_defense_numerical_iclr2027_summary.csv,ae0c99d4855f4bd1857733d3b3457dfaecfb3571013c9cf38f1e44a2f2ad0a5c,599
toxictool_bench/results/leakage_free_defense_overhead.csv,568ea4a740a43aa0e9d580b5741998aa8984fcb9caee792f8c6ba596948adbdd,2056
toxictool_bench/results/leakage_free_defense_semantic_schema_iclr2027_bootstrap_ci.csv,16158a111d8a451177c3d174d84a205e490a3ed3afea0cb4b7ae5c855d496265,1254
toxictool_bench/results/leakage_free_defense_semantic_schema_iclr2027_poison_summary.csv,d048925580613d0061c43990152f4d5d8b407ccade8284022d37765e3e20676c,2190
