source_file,task_id,family,adapter,poison_type,poison_probability,scorer_bcr,scorer_adr,scorer_vr,scorer_rr,scorer_task_success,final_answer_excerpt,poisoned_events,tool_event_count,human_a_bcr,human_a_adr,human_a_vr,human_a_rr,human_a_notes,human_b_bcr,human_b_adr,human_b_vr,human_b_rr,human_b_notes,adjudicated_bcr,adjudicated_adr,adjudicated_vr,adjudicated_rr,adjudication_notes
20260723-014026_dataframe_router_selective_gpt-5.4-mini_both.jsonl,num_iclr2027_ad_email_margin_040,numerical,dataframe_router_selective,missing_filter,,0,0,0,0,0,"I’m ready to analyze the dataset, but I don’t yet have a specific question from you. Please ask for the metric, breakdown, or comparison you want from iclr2027_ad_ops.csv, and I’ll compute it exactly.",0,1,0,0,0,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,No disagreement between audit passes.
20260723-013025_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,num_rank_003,numerical,dataframe_router_abstain,rank_swap,,0,1,1,1,1,"Validated by independent recomputation: Validated from the source rows: Segment B has the highest conversion rate at 0.120000 (12.0%), with 108 conversions out of 900 users. Ranking by conversion rate: B 12.0% (108/900), A 8.0% (80/1000), D 8.0% (76/950), C 7.0% (77/1100).",1,3,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-014012_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,num_rank_003,numerical,dataframe_router_randomized,rank_swap,,0,1,0,1,1,The segment with the highest conversion rate is **B** with a conversion rate of **12.0%**.  I verified this by querying the dataset and computing conversions divided by visitors for each segment. The highest observed rate was **0.1200 (12.0%)** for segment **B**.,1,2,0,1,0,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,0,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,0,1,No disagreement between audit passes.
20260723-014026_dataframe_router_selective_gpt-5.4-mini_both.jsonl,num_rank_003,numerical,dataframe_router_selective,rank_swap,,0,1,1,0,0,"Validated by selective verification: I could not validate the requested segment conversion rate from the available tool outputs because the dataframe query tool returned only schema-adaptation guidance, not actual query results. I therefore cannot truthfully name a highest-converting segment or rate",1,3,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-013025_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,num_iclr2027_ad_conversion_035,numerical,dataframe_router_abstain,ratio_inversion,,0,1,1,0,0,"Abstained after disagreement: the primary route and verification route produced inconsistent answers. Primary: Overall conversion rate = 100.0 × total conversions / total clicks = 100.0 × 3,528 / 64,112 = 5.503113%.  Executed query returned: - total_conversions: 3,528 - total_clicks: 64,112 - conver",0,2,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-014012_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,num_iclr2027_ad_conversion_035,numerical,dataframe_router_randomized,ratio_inversion,,0,0,0,0,0,"Overall conversion rate = total conversions / total clicks × 100.  From iclr2027_ad_ops.csv: - Total conversions: 0 - Total clicks: 0 - Conversion rate: undefined (division by zero; no clicks recorded)  Because total clicks are 0, a percentage conversion rate cannot be computed.",0,1,0,0,0,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,No disagreement between audit passes.
20260723-014026_dataframe_router_selective_gpt-5.4-mini_both.jsonl,num_iclr2027_ad_conversion_035,numerical,dataframe_router_selective,ratio_inversion,,0,1,1,0,0,"Validated by selective verification: Validated overall conversion rate from iclr2027_ad_ops.csv: total conversions = 1,234; total clicks = 12,340; conversion rate = 10.00% (1,234 / 12,340 × 100).",0,2,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-013025_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,num_growth_002,numerical,dataframe_router_abstain,sign_flip,,0,1,1,1,1,"Validated by independent recomputation: Validated growth rate from the first month to the last month in monthly_revenue.csv: - First month: 2025-01, revenue = 100 - Last month: 2025-06, revenue = 170 - Growth rate = ((170 - 100) / 100) × 100 = 70.0%  Minimal evidence: first-month revenue 100 and las",1,5,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-014012_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,num_growth_002,numerical,dataframe_router_randomized,sign_flip,,0,0,0,0,1,"The revenue growth rate from the first month to the last month is 70.0%.  Details: - First month: -2025.0-01, revenue = 100 - Last month: 2025-06, revenue = 170 - Growth rate = ((170 - 100) / 100) × 100 = 70.0%",1,1,0,0,0,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,No disagreement between audit passes.
20260723-014026_dataframe_router_selective_gpt-5.4-mini_both.jsonl,num_growth_002,numerical,dataframe_router_selective,sign_flip,,0,1,1,1,1,"Validated by selective verification: ## Executive Summary  Using the retrieved source rows, revenue increased from **100** in **2025-01** to **170** in **2025-06**. The revenue growth rate from the first month to the last month is:  **((170 - 100) / 100) × 100 = 70.0%**  ## Key Finding  - **First mo",1,6,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-024356_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,sem_stale_revenue_source_009,semantic_schema,dataframe_router_abstain,stale_metadata,,0,1,1,1,1,Abstained after disagreement: the primary route and verification route produced inconsistent answers. Primary: gross_revenue | Verification: net_revenue,1,2,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-030330_dataframe_router_guarded_gpt-5.4-mini_toxic.jsonl,sem_stale_revenue_source_009,semantic_schema,dataframe_router_guarded,stale_metadata,0.0,0,1,1,1,1,Validated by independent recomputation: net_revenue,0,5,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-025703_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,sem_stale_revenue_source_009,semantic_schema,dataframe_router_randomized,stale_metadata,,0,1,1,0,0,Validated by independent recomputation: gross_revenue,1,1,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-023032_dataframe_router_selective_gpt-5.4-mini_both.jsonl,sem_stale_revenue_source_009,semantic_schema,dataframe_router_selective,stale_metadata,,0,1,1,1,1,Validated by selective verification: net_revenue,1,2,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-024356_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,sem_label_treatment_001,semantic_schema,dataframe_router_abstain,treatment_control_flip,,0,1,1,0,0,Abstained after disagreement: the primary route and verification route produced inconsistent answers. Primary: Control — 0.145 (14.5%) | Verification: Group C — 0.1287,1,2,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-030330_dataframe_router_guarded_gpt-5.4-mini_toxic.jsonl,sem_label_treatment_001,semantic_schema,dataframe_router_guarded,treatment_control_flip,0.0,0,1,1,0,0,"Validated by independent recomputation: I’m recomputing the rate directly from the loaded dataframe and then verifying the top row is still paired with its own conversions and users, so the label/rate binding is explicit.",0,4,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-025703_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,sem_label_treatment_001,semantic_schema,dataframe_router_randomized,treatment_control_flip,,0,1,1,0,0,Validated by independent recomputation: Control 0.145,1,2,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-023032_dataframe_router_selective_gpt-5.4-mini_both.jsonl,sem_label_treatment_001,semantic_schema,dataframe_router_selective,treatment_control_flip,,0,1,1,1,1,"Validated by selective verification: Treatment, 0.145",1,3,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-013025_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,num_iclr2027_inventory_weight_044,numerical,dataframe_router_abstain,unit_conversion,,0,1,1,0,0,"Abstained after disagreement: the primary route and verification route produced inconsistent answers. Primary: The average weight across all rows is not directly returned by the tool in SQL form, but the dataset instruction indicates to compute it as df[""weight_kg""].mean(). | Verification: ## Answer",1,4,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-014012_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,num_iclr2027_inventory_weight_044,numerical,dataframe_router_randomized,unit_conversion,,0,1,1,0,0,"Validated by independent recomputation: Validated on source rows from iclr2027_inventory_units.csv: average weight_kg = 12.486 kg (row count: 1,000; min: 0.101 kg; max: 49.971 kg).",0,1,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-014026_dataframe_router_selective_gpt-5.4-mini_both.jsonl,num_iclr2027_inventory_weight_044,numerical,dataframe_router_selective,unit_conversion,,0,0,0,0,0,The average weight across all rows is 14.28 kg.,0,1,0,0,0,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,No disagreement between audit passes.
20260723-013025_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,num_regional_mean_005,numerical,dataframe_router_abstain,aggregate_scale,,0,1,1,0,0,"Abstained after disagreement: the primary route and verification route produced inconsistent answers. Primary: The average sales value across all rows is not directly returned by the tool response, but the exact query to compute it is:  SELECT AVG(sales) AS average_sales FROM regional_sales;  If you",0,2,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-014012_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,num_regional_mean_005,numerical,dataframe_router_randomized,aggregate_scale,,0,1,1,0,0,Validated by independent recomputation: Validated average sales across all rows: avg_sales = 502.97476190476193 (from 420 rows; total_sales = 211249.4).,0,1,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-014026_dataframe_router_selective_gpt-5.4-mini_both.jsonl,num_regional_mean_005,numerical,dataframe_router_selective,aggregate_scale,,0,0,0,0,0,"The average sales value across all rows in regional_sales.csv is  (computed from df[""sales""].mean()).",0,1,0,0,0,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,0,0,0,No disagreement between audit passes.
20260723-024356_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,sem_retrieval_vendor_020,semantic_schema,dataframe_router_abstain,biased_retrieval,,0,1,1,0,0,Abstained after disagreement: the primary route and verification route produced inconsistent answers. Primary: Contoso | Verification: Unable to determine a vendor from the provided dataframe because `vendor_evidence.csv` is not exposed with vendor/on_time delivery columns in the tool; the available,1,3,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-030330_dataframe_router_guarded_gpt-5.4-mini_toxic.jsonl,sem_retrieval_vendor_020,semantic_schema,dataframe_router_guarded,biased_retrieval,0.0,0,1,1,1,1,Validated by independent recomputation: Northwind,0,3,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-025703_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,sem_retrieval_vendor_020,semantic_schema,dataframe_router_randomized,biased_retrieval,,0,1,1,0,0,Validated by independent recomputation: Archive,0,1,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-023032_dataframe_router_selective_gpt-5.4-mini_both.jsonl,sem_retrieval_vendor_020,semantic_schema,dataframe_router_selective,biased_retrieval,,0,1,1,0,0,Validated by selective verification: Unable to validate against the loaded dataframe because the available table exposed by the tool does not contain vendor/on_time_delivery fields. Therefore I cannot determine the vendor from the provided source rows.,0,2,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
20260723-024356_dataframe_router_abstain_gpt-5.4-mini_both.jsonl,sem_schema_retention_numerator_006,semantic_schema,dataframe_router_abstain,column_semantic_swap,,0,1,1,1,1,Validated by independent recomputation: users_end,1,2,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-030330_dataframe_router_guarded_gpt-5.4-mini_toxic.jsonl,sem_schema_retention_numerator_006,semantic_schema,dataframe_router_guarded,column_semantic_swap,0.0,0,1,1,1,1,Validated by independent recomputation: users_end,0,3,0,1,1,1,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,1,No disagreement between audit passes.
20260723-025703_dataframe_router_randomized_gpt-5.4-mini_both.jsonl,sem_schema_retention_numerator_006,semantic_schema,dataframe_router_randomized,column_semantic_swap,,0,1,1,0,0,Validated by independent recomputation: users_start,1,1,0,1,1,0,Author audit pass A: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,Author audit pass B: label agrees with rubric and logged trajectory excerpt.,0,1,1,0,No disagreement between audit passes.
