suite,adapter,start_index,limit,tasks,rows,path
semantic_schema_iclr2027,langgraph_react_double_pass,50,5,5,10,toxictool_bench/results/20260830-145659_langgraph_react_double_pass_claude-haiku-4-5-20251001_both_start50_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_double_pass,55,5,5,10,toxictool_bench/results/20260830-151931_langgraph_react_double_pass_claude-haiku-4-5-20251001_both_start55_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,0,5,5,10,toxictool_bench/results/20260830-141842_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start0_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,5,5,5,10,toxictool_bench/results/20260830-142339_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start5_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,10,5,5,10,toxictool_bench/results/20260830-143725_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start10_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,15,5,5,10,toxictool_bench/results/20260830-144122_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start15_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,20,20,20,40,toxictool_bench/results/20260830-031319_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start20_limit20.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,40,5,5,10,toxictool_bench/results/20260830-022707_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start40_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,45,5,5,10,toxictool_bench/results/20260830-150112_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start45_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,50,5,5,10,toxictool_bench/results/20260830-150323_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start50_limit5.jsonl
semantic_schema_iclr2027,langgraph_react_guarded,55,5,5,10,toxictool_bench/results/20260830-152943_langgraph_react_guarded_claude-haiku-4-5-20251001_both_start55_limit5.jsonl
