suite,poison_probability,adapter,start_index,limit,path
numerical_iclr2027,0.5,langgraph_react_verification_only,15,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-180423_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start15_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_verification_only,20,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-180658_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start20_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_verification_only,25,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-181006_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start25_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_verification_only,30,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-181257_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start30_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_verification_only,35,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-181618_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start35_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_verification_only,40,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-181943_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start40_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_verification_only,45,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-182155_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start45_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_verification_only,50,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-182411_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start50_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_verification_only,55,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-182715_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start55_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,0,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-183115_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start0_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,5,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-183407_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start5_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,10,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-183728_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start10_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,15,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-184011_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start15_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,20,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-184347_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start20_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,25,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-184709_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start25_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,30,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-185044_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start30_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,35,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-185415_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start35_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,40,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-185720_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start40_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,45,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-185957_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start45_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,50,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-190340_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start50_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_double_pass,55,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-191224_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start55_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,0,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-191834_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start0_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,5,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-192226_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start5_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,10,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-192541_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start10_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,15,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-192914_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start15_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,20,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-193301_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start20_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,25,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-193654_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start25_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,30,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-193938_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start30_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,35,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-194406_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start35_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,40,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-194742_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start40_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,45,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-195033_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start45_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,50,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-195441_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start50_limit5.jsonl
numerical_iclr2027,0.5,langgraph_react_guarded,55,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p050/20260830-195759_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start55_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,0,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-183216_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start0_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,5,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-183517_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start5_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,10,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-183810_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start10_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,15,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-184141_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start15_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,20,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-185129_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start20_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,25,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-185424_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start25_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,30,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-185656_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start30_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,35,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-185917_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start35_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,40,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-190235_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start40_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,45,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-190725_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start45_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,50,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-191153_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start50_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_verification_only,55,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-191539_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start55_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,0,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-192024_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start0_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,5,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-192454_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start5_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,10,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-192751_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start10_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,15,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-193054_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start15_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,20,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-193500_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start20_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,25,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-193718_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start25_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,30,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-193955_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start30_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,35,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-194222_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start35_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,40,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-194532_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start40_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,45,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-194830_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start45_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,50,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-195113_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start50_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_double_pass,55,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-195514_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start55_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,0,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-200330_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start0_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,5,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-200606_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start5_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,10,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-200917_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start10_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,15,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-201241_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start15_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,20,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-201555_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start20_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,25,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-202304_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start25_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,30,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-202620_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start30_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,35,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-202952_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start35_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,40,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-203401_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start40_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,45,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-203721_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start45_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,50,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-204133_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start50_limit5.jsonl
numerical_iclr2027,0.75,langgraph_react_guarded,55,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p075/20260830-204525_langgraph_react_guarded_claude-haiku-4-5-20251001_toxic_start55_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,0,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-160327_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start0_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,5,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-160635_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start5_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,10,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-161057_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start10_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,15,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-161417_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start15_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,20,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-161658_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start20_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,25,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-161941_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start25_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,30,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-162201_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start30_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,35,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-162505_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start35_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,40,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-162850_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start40_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,45,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-163218_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start45_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,50,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-163706_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start50_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_verification_only,55,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-164114_langgraph_react_verification_only_claude-haiku-4-5-20251001_toxic_start55_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_double_pass,0,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-164711_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start0_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_double_pass,5,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-165108_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start5_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_double_pass,10,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-165308_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start10_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_double_pass,15,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-165526_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start15_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_double_pass,20,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-165911_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start20_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_double_pass,25,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-170242_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start25_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_double_pass,30,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-170534_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start30_limit5.jsonl
numerical_iclr2027,1.0,langgraph_react_double_pass,35,5,toxictool_bench/results/verification_stress/numerical_iclr2027/p100/20260830-170832_langgraph_react_double_pass_claude-haiku-4-5-20251001_toxic_start35_limit5.jsonl
