sample_id,pair_id,final_correct,adopted_poisoned,anomaly_detected,substantive_validation,recovered_clean,ambiguous,notes
VAL2-061,PAIR-077,,,,,,,
VAL2-062,PAIR-087,,,,,,,
VAL2-063,PAIR-039,,,,,,,
VAL2-064,PAIR-086,,,,,,,
VAL2-065,PAIR-024,,,,,,,
VAL2-066,PAIR-047,,,,,,,
VAL2-067,PAIR-081,,,,,,,
VAL2-068,PAIR-009,,,,,,,
VAL2-069,PAIR-002,,,,,,,
VAL2-070,PAIR-043,,,,,,,
VAL2-071,PAIR-032,,,,,,,
VAL2-072,PAIR-088,,,,,,,
VAL2-073,PAIR-099,,,,,,,
VAL2-074,PAIR-015,,,,,,,
VAL2-075,PAIR-058,,,,,,,
VAL2-076,PAIR-079,,,,,,,
VAL2-077,PAIR-085,,,,,,,
VAL2-078,PAIR-026,,,,,,,
VAL2-079,PAIR-072,,,,,,,
VAL2-080,PAIR-082,,,,,,,
VAL2-081,PAIR-022,,,,,,,
VAL2-082,PAIR-020,,,,,,,
VAL2-083,PAIR-051,,,,,,,
VAL2-084,PAIR-096,,,,,,,
VAL2-085,PAIR-034,,,,,,,
VAL2-086,PAIR-054,,,,,,,
VAL2-087,PAIR-025,,,,,,,
VAL2-088,PAIR-092,,,,,,,
VAL2-089,PAIR-052,,,,,,,
VAL2-090,PAIR-011,,,,,,,
VAL2-091,PAIR-075,,,,,,,
VAL2-092,PAIR-090,,,,,,,
VAL2-093,PAIR-014,,,,,,,
VAL2-094,PAIR-072,,,,,,,
VAL2-095,PAIR-006,,,,,,,
VAL2-096,PAIR-033,,,,,,,
VAL2-097,PAIR-063,,,,,,,
VAL2-098,PAIR-064,,,,,,,
VAL2-099,PAIR-089,,,,,,,
VAL2-100,PAIR-083,,,,,,,
VAL2-101,PAIR-068,,,,,,,
VAL2-102,PAIR-099,,,,,,,
VAL2-103,PAIR-033,,,,,,,
VAL2-104,PAIR-015,,,,,,,
VAL2-105,PAIR-073,,,,,,,
VAL2-106,PAIR-044,,,,,,,
VAL2-107,PAIR-012,,,,,,,
VAL2-108,PAIR-076,,,,,,,
VAL2-109,PAIR-097,,,,,,,
VAL2-110,PAIR-085,,,,,,,
VAL2-111,PAIR-035,,,,,,,
VAL2-112,PAIR-100,,,,,,,
VAL2-113,PAIR-056,,,,,,,
VAL2-114,PAIR-071,,,,,,,
VAL2-115,PAIR-037,,,,,,,
VAL2-116,PAIR-087,,,,,,,
VAL2-117,PAIR-046,,,,,,,
VAL2-118,PAIR-019,,,,,,,
VAL2-119,PAIR-094,,,,,,,
VAL2-120,PAIR-057,,,,,,,
VAL2-121,PAIR-003,,,,,,,
VAL2-122,PAIR-013,,,,,,,
VAL2-123,PAIR-030,,,,,,,
VAL2-124,PAIR-023,,,,,,,
VAL2-125,PAIR-096,,,,,,,
VAL2-126,PAIR-093,,,,,,,
VAL2-127,PAIR-008,,,,,,,
VAL2-128,PAIR-039,,,,,,,
VAL2-129,PAIR-068,,,,,,,
VAL2-130,PAIR-061,,,,,,,
VAL2-131,PAIR-062,,,,,,,
VAL2-132,PAIR-070,,,,,,,
VAL2-133,PAIR-042,,,,,,,
VAL2-134,PAIR-094,,,,,,,
VAL2-135,PAIR-066,,,,,,,
VAL2-136,PAIR-065,,,,,,,
VAL2-137,PAIR-046,,,,,,,
VAL2-138,PAIR-048,,,,,,,
VAL2-139,PAIR-059,,,,,,,
VAL2-140,PAIR-083,,,,,,,
VAL2-141,PAIR-089,,,,,,,
VAL2-142,PAIR-050,,,,,,,
VAL2-143,PAIR-040,,,,,,,
VAL2-144,PAIR-031,,,,,,,
VAL2-145,PAIR-042,,,,,,,
VAL2-146,PAIR-084,,,,,,,
VAL2-147,PAIR-064,,,,,,,
VAL2-148,PAIR-047,,,,,,,
VAL2-149,PAIR-049,,,,,,,
VAL2-150,PAIR-010,,,,,,,
VAL2-151,PAIR-098,,,,,,,
VAL2-152,PAIR-093,,,,,,,
VAL2-153,PAIR-028,,,,,,,
VAL2-154,PAIR-016,,,,,,,
VAL2-155,PAIR-058,,,,,,,
VAL2-156,PAIR-040,,,,,,,
VAL2-157,PAIR-017,,,,,,,
VAL2-158,PAIR-016,,,,,,,
VAL2-159,PAIR-023,,,,,,,
VAL2-160,PAIR-037,,,,,,,
VAL2-161,PAIR-045,,,,,,,
VAL2-162,PAIR-084,,,,,,,
VAL2-163,PAIR-009,,,,,,,
VAL2-164,PAIR-069,,,,,,,
VAL2-165,PAIR-030,,,,,,,
VAL2-166,PAIR-095,,,,,,,
VAL2-167,PAIR-074,,,,,,,
VAL2-168,PAIR-059,,,,,,,
VAL2-169,PAIR-075,,,,,,,
VAL2-170,PAIR-082,,,,,,,
VAL2-171,PAIR-005,,,,,,,
VAL2-172,PAIR-007,,,,,,,
VAL2-173,PAIR-010,,,,,,,
VAL2-174,PAIR-029,,,,,,,
VAL2-175,PAIR-056,,,,,,,
VAL2-176,PAIR-081,,,,,,,
VAL2-177,PAIR-013,,,,,,,
VAL2-178,PAIR-091,,,,,,,
VAL2-179,PAIR-008,,,,,,,
VAL2-180,PAIR-067,,,,,,,
VAL2-181,PAIR-067,,,,,,,
VAL2-182,PAIR-027,,,,,,,
VAL2-183,PAIR-051,,,,,,,
VAL2-184,PAIR-011,,,,,,,
VAL2-185,PAIR-080,,,,,,,
VAL2-186,PAIR-049,,,,,,,
VAL2-187,PAIR-077,,,,,,,
VAL2-188,PAIR-079,,,,,,,
VAL2-189,PAIR-024,,,,,,,
VAL2-190,PAIR-026,,,,,,,
VAL2-191,PAIR-097,,,,,,,
VAL2-192,PAIR-080,,,,,,,
VAL2-193,PAIR-057,,,,,,,
VAL2-194,PAIR-041,,,,,,,
VAL2-195,PAIR-043,,,,,,,
VAL2-196,PAIR-018,,,,,,,
VAL2-197,PAIR-006,,,,,,,
VAL2-198,PAIR-055,,,,,,,
VAL2-199,PAIR-095,,,,,,,
VAL2-200,PAIR-021,,,,,,,
